region,county,product,quantity
East Midlands,Bassetlaw,Oats Milk,1080331
Scotland,North Ayrshire,dell inspiron laptop,1080294
East Midlands,Lincoln,21 day mature ribeye steak,1080232
East Midlands,South Northamptonshire,21 day mature ribeye steak,1079899
Yorkshire and the Humber,Richmondshire,cheese cake,1079865
Wales,Flintshire,diced vernison,1079815
East Midlands,Lincoln,fresh whole turkey,1079811
North East England,Tyne and Wear,Mixed pepper,1079665
Yorkshire and the Humber,Richmondshire,hp dv 3000 laptop,1079574
Wales,Flintshire,corned beef,1079510
East of England,Castle Point,wristwatch,1079298
Wales,Flintshire,Blueberry yoghurt,1079279
North West England,Cheshire East,british bramley cooking apples,1079248
West Midlands,Stoke-on-Trent,organic soured cream,1079050
East Midlands,Lincoln,plastic sunshades,1079050
North West England,Wyre,Lemon,1078906
East Midlands,South Northamptonshire,millionaire square,1078815
West Midlands,Staffordshire,dual shock controller,1078723
West Midlands,Staffordshire,croisant ,1078411
East Midlands,Lincoln,x-box 360,1078320
South West England,Dorset,apple macbook pro mid 2009,1078315
London,Newham,21 day mature sirlion steak,1078244
Wales,Flintshire,pokemon yellow,1078100
East Midlands,Bassetlaw,bosch washing machine,1078086
South East England,Epsom and Ewell,pokemon red,1078080
South West England,Dorset,dual shock controller,1078026
East Midlands,Lincoln,salmon fillets,1077862
Wales,Flintshire,blue stilton cheese,1077828
East Midlands,South Northamptonshire,fresh whole turkey,1077713
South East England,Epsom and Ewell,large king prawns,1077656
Wales,Flintshire,beans,1077507
East Midlands,Lincoln,almond croisant,1077391
South West England,Forest of Dean,Onions Loose,1077385
North West England,Fylde,diced vernison,1077382
South East England,Mole Valley,grey cardigan,1077375
East Midlands,Lincoln,raspberries,1077372
Wales,Flintshire,Plain Greek yoghurt,1077358
East of England,Castle Point,courgette loose,1077262
North West England,Fylde,british bramley cooking apples,1077235
Wales,Swansea,brenton jumper,1077169
Yorkshire and the Humber,Richmondshire,large king prawns,1077133
Wales,Flintshire,British carrots loose,1077089
West Midlands,Stoke-on-Trent,rice,1077088
East Midlands,South Northamptonshire,Organic mILK,1077082
East Midlands,Lincoln,fresh turkey steak,1077070
North West England,Wyre,cod fillets,1076984
East Midlands,Lincoln,Oats Milk,1076983
East Midlands,Lincoln,skimmed milk,1076971
Yorkshire and the Humber,Richmondshire,classic bowtie,1076955
East Midlands,Lincoln,free range large eggs x12,1076947
Wales,Flintshire,god of war 2,1076757
Wales,Flintshire,classic bowtie,1076665
North West England,Cheshire East,Plain Greek yoghurt,1076649
South East England,Epsom and Ewell,Slightly salted butter,1076493
Wales,Flintshire,apple macbook pro mid 2009,1076492
Wales,Flintshire,dyson tower fan,1076484
North West England,Wyre,rice,1076482
Wales,Flintshire,minecraft game - xbox,1076467
East Midlands,Lincoln,shortbread,1076464
North East England,Tyne and Wear,celery,1076390
East of England,Castle Point,Red pepper,1076309
Wales,Swansea,olive oil spread,1076193
North West England,Sefton,skimmed milk,1076109
West Midlands,Stoke-on-Trent,gaming keyboard,1076074
West Midlands,Staffordshire,olive oil spread,1076048
Wales,Flintshire,oxford shirt,1076023
North West England,Sefton,olive oil spread,1076009
East Midlands,Lincoln,Mixed pepper,1075860
North West England,Cheshire East,dyson tower fan,1075829
Scotland,North Ayrshire,blue stilton cheese,1075801
North West England,Fylde,aubergine,1075795
East Midlands,Bassetlaw,pain au chocolate,1075758
East Midlands,South Northamptonshire,gaming keyboard,1075678
East Midlands,Lincoln,Plain Greek yoghurt,1075478
North West England,Sefton,denim jeams,1075466
Wales,Flintshire,Lemon,1075403
North West England,Wyre,macaron - x3,1075386
East of England,Castle Point,Spring onions bunch,1075298
North East England,Tyne and Wear,shortbread,1075255
Wales,Flintshire,red velvet cake,1075224
Wales,Flintshire,chocolate fudge cake,1075208
North West England,Fylde,wellington boots,1075204
London,Haringey,british fresh chicken brest fillets,1075159
West Midlands,Stoke-on-Trent,god of war 2,1075150
North West England,Cheshire East,organic soured cream,1075118
Wales,Flintshire,aubergine,1075062
East Midlands,Bassetlaw,Red pepper,1075053
London,Haringey,god of war 2,1075022
Wales,Flintshire,garlic,1074976
Wales,Flintshire,silk tie,1074964
Scotland,North Ayrshire,gaming mouse,1074947
North West England,Wyre,Organic mILK,1074947
Wales,Flintshire,Brocolli loose,1074942
East Midlands,South Northamptonshire,dual shock controller,1074919
Wales,Flintshire,fine beans,1074900
East Midlands,Bassetlaw,apple macbook air mid 2009,1074866
East Midlands,Lincoln,21 day mature sirlion steak,1074842
Scotland,North Ayrshire,jam doughnut,1074712
North East England,Tyne and Wear,fine beans,1074685
East Midlands,Bassetlaw,fresh whole chicken,1074650
Wales,Flintshire,hotpoint washing machine,1074629
North East England,Tyne and Wear,almond croisant,1074586
South East England,Epsom and Ewell,diced vernison,1074526
North West England,Cheshire East,organic raspberry yoghurt,1074510
Yorkshire and the Humber,Richmondshire,macaron - x3,1074442
Scotland,North Ayrshire,chocolate fudge cake,1074398
South East England,Epsom and Ewell,fresh whole turkey,1074382
Wales,Flintshire,dyson vacuum cleaner,1074241
South West England,Forest of Dean,grey blazers,1074225
Wales,Flintshire,hp dv 3000 laptop,1074222
East Midlands,Lincoln,linen trousers,1074197
East of England,Castle Point,linen shirt,1074133
Scotland,North Ayrshire,pain au chocolate,1074113
Scotland,North Ayrshire,organic raspberry yoghurt,1074105
Wales,Flintshire,hp envy laptop,1074105
South East England,East Sussex,classic bowtie,1074090
North East England,Tyne and Wear,21 day mature rump steak,1074041
London,Newham,pokemon yellow,1074000
Wales,Flintshire,large king prawns,1073991
South East England,Epsom and Ewell,hotpoint washing machine,1073984
East Midlands,South Northamptonshire,blue stilton cheese,1073953
North West England,Wyre,Spring onions bunch,1073896
North West England,Cheshire East,pokemon yellow,1073884
South East England,Chiltern,samsung washing machine,1073855
North West England,Wyre,Fairtrade Bananas Loose,1073801
Yorkshire and the Humber,Richmondshire,easy peeler loose,1073762
Wales,Flintshire,grey cardigan,1073755
North West England,Wyre,organic raspberry yoghurt,1073679
North West England,Cheshire East,dell inspiron laptop,1073642
South East England,Epsom and Ewell,Plain Greek yoghurt,1073630
North West England,Wyre,oxford shirt,1073610
Wales,Flintshire,dual shock controller,1073591
North West England,Wyre,pain au chocolate,1073506
Yorkshire and the Humber,Richmondshire,blue stilton cheese,1073499
Yorkshire and the Humber,Richmondshire,free range large eggs x12,1073480
North West England,Wyre,Slightly salted butter,1073472
North West England,Fylde,brenton jumper,1073462
South East England,East Sussex,large king prawns,1073454
Scotland,North Ayrshire,dual shock controller,1073445
Wales,Flintshire,Red pepper,1073423
South East England,Epsom and Ewell,Sweet potatoes loose,1073409
South East England,Epsom and Ewell,linen shirt,1073401
East Midlands,Bassetlaw,linen shirt,1073391
South East England,East Sussex,pokemon yellow,1073381
North West England,Wyre,beef sausages,1073355
Wales,Flintshire,Sweet potatoes loose,1073342
East Midlands,Lincoln,lg washing machine,1073331
South West England,Dorset,jam doughnut,1073252
West Midlands,Staffordshire,British carrots loose,1073235
Wales,Swansea,custard doughnut,1073199
South East England,Epsom and Ewell,wellington boots,1073191
Scotland,North Ayrshire,Almond milk,1073186
Wales,Flintshire,easy peeler loose,1073181
East Midlands,Lincoln,macaron - x3,1073116
West Midlands,Staffordshire,british bramley cooking apples,1073026
West Midlands,Stoke-on-Trent,corned beef,1072940
North West England,Fylde,shortbread,1072926
East Midlands,Bassetlaw,large king prawns,1072900
North West England,Cheshire East,red velvet cake,1072892
North West England,Cheshire East,Lemon,1072853
London,Haringey,pain au raisins,1072839
Wales,Flintshire,british fresh chicken brest fillets,1072747
South West England,Forest of Dean,british parsnips loose,1072746
Wales,Flintshire,gameboy color,1072735
North West England,Fylde,Organic mILK,1072725
East Midlands,South Northamptonshire,Soy Milk,1072715
North West England,Wyre,shortbread,1072668
Scotland,North Ayrshire,dyson vacuum cleaner,1072647
London,Haringey,silk scarf,1072636
Wales,Flintshire,celery,1072593
London,Lambeth,almond croisant,1072575
North West England,Cheshire East,silk tie,1072535
East Midlands,Lincoln,garlic,1072474
Yorkshire and the Humber,Richmondshire,fresh whole turkey,1072441
East Midlands,South Northamptonshire,fresh whole chicken,1072433
South East England,Chiltern,oxford shoes,1072427
East Midlands,South Northamptonshire,Mixed pepper,1072404
Yorkshire and the Humber,Richmondshire,courgette loose,1072374
West Midlands,Staffordshire,apple macbook air mid 2009,1072373
Yorkshire and the Humber,Richmondshire,lg washing machine,1072362
East Midlands,Lincoln,chicken sausages,1072362
North East England,Tyne and Wear,British baking potatoes loose,1072330
East Midlands,South Northamptonshire,dyson tower fan,1072303
West Midlands,Stoke-on-Trent,Organic Kefir,1072228
North West England,Wyre,hp envy laptop,1072196
South West England,Forest of Dean,mature cheddar cheese,1072140
East Midlands,Lincoln,Slightly salted butter,1072070
Wales,Flintshire,british fresh turkey mince,1072054
South West England,Forest of Dean,flapjack,1072053
East of England,Castle Point,sea bass fillets,1072018
North West England,Wyre,Sweet potatoes loose,1071938
Wales,Flintshire,almond croisant,1071897
East Midlands,Lincoln,dyson vacuum cleaner,1071890
North West England,Fylde,beef sausages,1071885
West Midlands,Stoke-on-Trent,jam doughnut,1071666
Scotland,North Ayrshire,denim jacket,1071627
East Midlands,Lincoln,dyson washing machine,1071555
Scotland,North Ayrshire,grey cardigan,1071544
South East England,Epsom and Ewell,salmon fillets,1071524
Wales,Flintshire,unsalted butter,1071517
Scotland,North Ayrshire,British carrots loose,1071486
North East England,Tyne and Wear,Slightly salted butter,1071465
Yorkshire and the Humber,Richmondshire,goat cheese,1071410
East Midlands,South Northamptonshire,silk scarf,1071370
North West England,Wyre,dyson tower fan,1071363
Wales,Flintshire,linen trousers,1071312
East Midlands,South Northamptonshire,almond croisant,1071306
North East England,Tyne and Wear,easy peeler loose,1071298
North West England,Cheshire East,British carrots loose,1071297
North West England,Wyre,minecraft game - xbox,1071268
West Midlands,Stoke-on-Trent,Lemon,1071222
Wales,Flintshire,halo combat evolved,1071186
West Midlands,Stoke-on-Trent,aubergine,1071149
West Midlands,Stoke-on-Trent,olive oil spread,1071149
Scotland,North Ayrshire,Spring onions bunch,1071119
East Midlands,Lincoln,Lemon,1071103
Wales,Swansea,semi skimmed milk,1071080
North West England,Sefton,bosch washing machine,1071076
London,Lambeth,beans,1071062
West Midlands,Stoke-on-Trent,oxford shirt,1071054
London,Lambeth,pokemon red,1071021
East Midlands,South Northamptonshire,cod fillets,1071006
North East England,Tyne and Wear,red velvet cake,1070968
Scotland,North Ayrshire,Sweet potatoes loose,1070960
London,Lambeth,raspberries,1070931
East Midlands,Bassetlaw,linen trousers,1070921
London,Newham,Soy Milk,1070891
North West England,Fylde,dual shock controller,1070881
Scotland,North Ayrshire,cod fillets,1070791
East Midlands,Bassetlaw,oxford shirt,1070764
East Midlands,South Northamptonshire,british fresh turkey mince,1070748
East Midlands,Lincoln,croisant ,1070746
Wales,Swansea,bosch washing machine,1070717
West Midlands,Stoke-on-Trent,silk tie,1070713
North West England,Cheshire East,pink blazers,1070683
East Midlands,Lincoln,British baking potatoes loose,1070663
North West England,Wyre,custard doughnut,1070662
West Midlands,Stoke-on-Trent,cotton tie,1070651
West Midlands,Stoke-on-Trent,scottish salmon,1070633
East Midlands,South Northamptonshire,macaron - x3,1070612
East Midlands,South Northamptonshire,brenton t-shirt,1070611
Wales,Flintshire,Onions Loose,1070594
East Midlands,South Northamptonshire,pokemon yellow,1070569
North West England,Sefton,diced chicken breast,1070507
North West England,Fylde,flapjack,1070441
East Midlands,South Northamptonshire,grey cardigan,1070440
East Midlands,Bassetlaw,scottish salmon,1070395
East Midlands,South Northamptonshire,dell inspiron laptop,1070357
East of England,Castle Point,dell inspiron laptop,1070357
East Midlands,South Northamptonshire,easy peeler loose,1070344
West Midlands,Staffordshire,classic bowtie,1070291
East Midlands,Lincoln,fresh whole chicken,1070278
North West England,Cheshire East,rice,1070189
Scotland,North Ayrshire,beef sausages,1070159
North West England,Sefton,British baking potatoes loose,1070145
Wales,Swansea,british bramley cooking apples,1070091
East of England,Castle Point,Mixed pepper,1070065
Wales,Flintshire,Soy Milk,1070040
East of England,Castle Point,garlic,1070032
West Midlands,Staffordshire,chocolate twist,1070024
North West England,Cheshire East,beef sausages,1070015
London,Newham,garlic,1069989
London,Lambeth,gaming keyboard,1069977
Wales,Swansea,Sweet potatoes loose,1069964
Wales,Swansea,baby potatoes,1069897
East Midlands,Lincoln,flapjack,1069893
East Midlands,Bassetlaw,goat cheese,1069882
North West England,Cheshire East,oxford shoes,1069854
West Midlands,Stoke-on-Trent,wellington boots,1069810
Wales,Flintshire,Slightly salted butter,1069783
London,Lambeth,dyson tower fan,1069710
East Midlands,South Northamptonshire,linen shirt,1069702
North West England,Sefton,cotton tie,1069696
North West England,Fylde,rice,1069682
East Midlands,South Northamptonshire,pain au raisins,1069671
South West England,Dorset,brenton jumper,1069668
West Midlands,Stoke-on-Trent,large king prawns,1069612
South West England,Dorset,semi skimmed milk,1069604
London,Newham,Blueberry yoghurt,1069597
London,Haringey,organic soured cream,1069566
North West England,Wyre,dyson vacuum cleaner,1069524
East Midlands,South Northamptonshire,custard doughnut,1069470
East Midlands,Bassetlaw,Sweet potatoes loose,1069461
East Midlands,Lincoln,classic bowtie,1069444
North East England,Tyne and Wear,fresh turkey steak,1069364
North West England,Sefton,dell inspiron laptop,1069355
South West England,Forest of Dean,dyson washing machine,1069339
North West England,Cheshire East,wristwatch,1069315
North East England,Tyne and Wear,hp dv 3000 laptop,1069236
Wales,Flintshire,brenton t-shirt,1069219
West Midlands,Staffordshire,fresh whole chicken,1069194
North West England,Fylde,gameboy advance,1069168
South East England,Epsom and Ewell,millionaire square,1069158
South East England,Epsom and Ewell,gaming keyboard,1069108
East Midlands,Bassetlaw,custard doughnut,1069055
East Midlands,Bassetlaw,mature cheddar cheese,1069022
South East England,Epsom and Ewell,scottish salmon,1069021
North West England,Wyre,grey cardigan,1069016
London,Lambeth,olive oil spread,1069004
North West England,Cheshire East,courgette loose,1068927
West Midlands,Staffordshire,linen trousers,1068923
East Midlands,South Northamptonshire,pokemon red,1068828
South East England,Epsom and Ewell,shortbread,1068783
Scotland,North Ayrshire,white shirt,1068765
London,Lambeth,hp dv 3000 laptop,1068750
North West England,Wyre,raspberries,1068743
Wales,Flintshire,flapjack,1068730
Wales,Flintshire,goat cheese,1068715
North East England,Tyne and Wear,cheese cake,1068710
Yorkshire and the Humber,Richmondshire,scottish salmon,1068683
East Midlands,Lincoln,british bramley cooking apples,1068619
South East England,East Sussex,british fresh chicken thigh fillets,1068584
West Midlands,Staffordshire,white shirt,1068582
West Midlands,Stoke-on-Trent,Mixed pepper,1068496
North West England,Fylde,halo combat evolved,1068467
Scotland,North Ayrshire,linen shirt,1068441
London,Lambeth,baby potatoes,1068434
East of England,Castle Point,Brocolli loose,1068411
Wales,Flintshire,linen shirt,1068403
Wales,Flintshire,denim jacket,1068393
East of England,Castle Point,cheese cake,1068346
North West England,Wyre,fresh whole chicken,1068324
North West England,Wyre,celery,1068309
East Midlands,South Northamptonshire,silk tie,1068278
South West England,East Devon,corned beef,1068271
East Midlands,South Northamptonshire,white shirt,1068250
West Midlands,Stoke-on-Trent,vernison sausages,1068224
Wales,Flintshire,pain au chocolate,1068207
East Midlands,Lincoln,hp dv 3000 laptop,1068171
North West England,Wyre,british parsnips loose,1068170
South East England,Chiltern,organic soured cream,1068166
East of England,Castle Point,21 day mature rump steak,1068159
South East England,East Sussex,denim jeams,1068121
London,Lambeth,apple macbook air mid 2009,1068070
East Midlands,Bassetlaw,god of war 2,1068049
London,Newham,Oats Milk,1068041
South East England,Epsom and Ewell,halo combat evolved,1068018
Wales,Flintshire,pokemon red,1067956
East of England,Castle Point,beans,1067955
Scotland,North Ayrshire,pain au raisins,1067954
South West England,East Devon,skimmed milk,1067952
Wales,Ceredigion,Almond milk,1067944
East Midlands,South Northamptonshire,linen trousers,1067931
South East England,East Sussex,Organic Kefir,1067913
North East England,Tyne and Wear,rice,1067913
West Midlands,Staffordshire,hotpoint washing machine,1067910
Wales,Swansea,silk tie,1067852
